symbol,name,marketCap,sector,industry,country
RHP,Ryman Hospitality Properties Inc. (REIT),8329050283.0,Real Estate,Real Estate Investment Trusts,United States
RIG,Transocean Ltd (Switzerland) Common Stock,6109334065.0,Energy,Oil & Gas Production,Switzerland
RIO,Rio Tinto Plc Common Stock,119637675126.0,Basic Materials,Metal Mining,Australia
RIOT,Riot Platforms Inc. Common Stock ,9265143105.0,Finance,Finance: Consumer Services,United States
RITM,Rithm Capital Corp. Common Stock,5260194232.0,Real Estate,Real Estate Investment Trusts,United States
RIVN,Rivian Automotive Inc. Class A Common Stock,21746866663.0,Industrials,Auto Manufacturing,United States
RJF,Raymond James Financial Inc. Common Stock,30437393532.0,Finance,Investment Bankers/Brokers/Service,United States
RKLB,Rocket Lab Corporation Common Stock,44137787249.0,Industrials,Military/Government/Technical,United States
RKT,Rocket Companies Inc. Class A Common Stock,34404455415.0,Finance,Finance: Consumer Services,United States
RL,Ralph Lauren Corporation Common Stock,20107218195.0,Industrials,Garments and Clothing,United States
RLAY,Relay Therapeutics Inc. Common Stock,3951123607.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
RLI,RLI Corp. Common Stock (DE),5217293345.0,Finance,Property-Casualty Insurers,United States
RMBS,Rambus Inc. Common Stock,11222522062.0,Technology,Semiconductors,United States
RMD,ResMed Inc. Common Stock,32067287624.0,Health Care,Medical/Dental Instruments,United States
RNG,RingCentral Inc. Class A Common Stock,6616193215.0,Technology,EDP Services,United States
RNR,RenaissanceRe Holdings Ltd. Common Stock,13662262418.0,Finance,Property-Casualty Insurers,Bermuda
RNST,Renasant Corporation Common Stock,3628757261.0,Finance,Major Banks,United States
RNW,ReNew Energy Global plc Class A Ordinary Shares,2492514386.0,Utilities,Electric Utilities: Central,United Kingdom
ROAD,Construction Partners Inc. Class A Common Stock,5361078419.0,Industrials,Military/Government/Technical,United States
ROG,Rogers Corporation Common Stock,2491560632.0,Industrials,Major Chemicals,United States
ROIV,Roivant Sciences Ltd. Common Shares,26595933412.0,Health Care,Biotechnology: Pharmaceutical Preparations,United Kingdom
ROK,Rockwell Automation Inc. Common Stock,48169381514.0,Industrials,Industrial Machinery/Components,United States
ROKU,Roku Inc. Class A Common Stock,22780827552.0,Telecommunications,Cable & Other Pay Television Services,United States
ROL,Rollins Inc. Common Stock,15632414176.0,Consumer Discretionary,Diversified Commercial Services,United States
ROP,Roper Technologies Inc. Common Stock,36233324199.0,Industrials,Industrial Machinery/Components,United States
ROST,Ross Stores Inc. Common Stock,74745638678.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States
RPM,RPM International Inc. Common Stock,12781805685.0,Consumer Discretionary,Paints/Coatings,United States
RPRX,Royalty Pharma plc Class A Ordinary Shares ,33148819411.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
RRC,Range Resources Corporation Common Stock,9059754797.0,Energy,Oil & Gas Production,United States
RRR,Red Rock Resorts Inc. Class A Common Stock,5345324020.0,Consumer Discretionary,Hotels/Resorts,United States
RRX,Regal Rexnord Corporation Common Stock,10149932368.0,Industrials,Industrial Machinery/Components,United States
RS,Reliance Inc. Common Stock,19637113490.0,Industrials,Metal Fabrications,United States
RSG,Republic Services Inc. Common Stock,65253985612.0,Utilities,Environmental Services,United States
RSI,Rush Street Interactive Inc. Class A Common Stock,4765260240.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
RTX,RTX Corporation Common Stock,259025637695.0,Industrials,Aerospace,United States
RUM,RUM Group Inc. Class A Common Stock,4100350304.0,Technology,Computer Software: Programming Data Processing,United States
RUN,Sunrun Inc. Common Stock,2011072300.0,Miscellaneous,Industrial Machinery/Components,United States
RUSHA,Rush Enterprises Inc. Common Stock Cl A,5607726350.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
RUSHB,Rush Enterprises Inc. Class B,6399158171.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
RVMD,Revolution Medicines Inc. Common Stock,40882528369.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
RVTY,Revvity Inc. Common Stock,15857543446.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
RXO,RXO Inc. Common Stock,3278731425.0,Consumer Discretionary,Transportation Services,United States
RY,Royal Bank Of Canada Common Stock,276124523411.0,Finance,Commercial Banks,Canada
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,9252820773.0,Finance,Specialty Insurers,United States
RYN,Rayonier Inc. REIT Common Stock,5909686399.0,Real Estate,Real Estate Investment Trusts,United States
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,6764028536.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
S,SentinelOne Inc. Class A Common Stock,8387983720.0,Technology,Computer Software: Prepackaged Software,United States
SA,Seabridge Gold Inc. Common Shares New,3365581939.0,Basic Materials,Precious Metals,Canada
SAIA,Saia Inc. Common Stock,9172078403.0,Industrials,Trucking Freight/Courier Services,United States
SAIC,Science Applications International Corporation Common Stock,5570709550.0,Technology,EDP Services,United States
SAIL,SailPoint Inc. Common Stock,12223218063.0,Technology,Computer Software: Prepackaged Software,United States
SAN,Banco Santander S.A. Sponsored ADR (Spain),205540859777.0,Finance,Commercial Banks,Spain
SANM,Sanmina Corporation Common Stock,11892717323.0,Technology,Electrical Products,United States
SAP,SAP  SE ADS,258747561344.0,Technology,Computer Software: Prepackaged Software,Germany
SARO,StandardAero Inc. Common Stock,7472160752.0,Industrials,Aerospace,United States
SBAC,SBA Communications Corporation Class A Common Stock,18091205398.0,Real Estate,Real Estate Investment Trusts,United States
SBCF,Seacoast Banking Corporation of Florida Common Stock,3138995144.0,Finance,Major Banks,United States
SBET,Sharplink Inc. Common Stock,2130963555.0,Technology,Computer Software: Prepackaged Software,United States
SBLK,Star Bulk Carriers Corp. Common Shares,3390516560.0,Consumer Discretionary,Marine Transportation,Greece
SBRA,Sabra Health Care REIT Inc. Common Stock,5030061666.0,Real Estate,Real Estate Investment Trusts,United States
SBSW,D/B/A Sibanye-Stillwater Limited ADS,7465621159.0,Basic Materials,Precious Metals,South Africa
SBUX,Starbucks Corporation Common Stock,107319600000.0,Consumer Discretionary,Restaurants,United States
SCCO,Southern Copper Corporation Common Stock,168484944710.0,Basic Materials,Metal Mining,United States
SCHW,Charles Schwab Corporation (The) Common Stock,172068903543.0,Finance,Investment Bankers/Brokers/Service,United States
SCI,Service Corporation International Common Stock,10635826051.0,Consumer Discretionary,Other Consumer Services,United States
SDGR,Schrodinger Inc. Common Stock,2186568506.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
SDRL,Seadrill Limited Common Shares,2903799198.0,Energy,Oil & Gas Production,Bermuda
SEB,Seaboard Corporation Common Stock,3806321246.0,Industrials,Farming/Seeds/Milling,United States
SECZ,Securitize Corp. Common Stock,2344495237.0,Finance,Finance: Consumer Services,
SEDG,SolarEdge Technologies Inc. Common Stock,2051883696.0,Technology,Semiconductors,Israel
SEI,Solaris Energy Infrastructure Inc. Class A Common Stock,5162871813.0,Consumer Discretionary,Oil and Gas Field Machinery,United States
SEIC,SEI Investments Company Common Stock,12581610849.0,Finance,Investment Bankers/Brokers/Service,United States
SEZL,Sezzle Inc. Common Stock,3599522246.0,Finance,Finance: Consumer Services,United States
SF,Stifel Financial Corporation Common Stock,10861554727.0,Finance,Investment Bankers/Brokers/Service,United States
SFBS,ServisFirst Bancshares Inc. Common Stock,4501734473.0,Finance,Major Banks,United States
SFD,Smithfield Foods Inc. Common Stock,7454017469.0,Consumer Staples,Meat/Poultry/Fish,United States
SFM,Sprouts Farmers Market Inc. Common Stock,6160870584.0,Consumer Staples,Food Chains,United States
SFNC,Simmons First National Corporation Class A Common Stock,3307920630.0,Finance,Major Banks,United States
SGHC,Super Group (SGHC) Limited Ordinary Shares,6112163760.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,
SGI,Somnigroup International Inc. Common Stock,14475137875.0,Consumer Discretionary,Home Furnishings,United States
SHAK,Shake Shack Inc. Class A Common Stock,2502453905.0,Consumer Discretionary,Restaurants,United States
SHAZ,SharonAI Holdings Inc. Class A Common Stock,2066936344.0,Technology,EDP Services,United States
SHC,Sotera Health Company Common Stock,5219505001.0,Health Care,Misc Health and Biotechnology Services,United States
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,2050961669.0,Consumer Discretionary,Hotels/Resorts,United States
SHOO,Steven Madden Ltd. Common Stock,3175885923.0,Consumer Discretionary,Shoe Manufacturing,United States
SHOP,Shopify Inc. Class A Subordinate Voting Shares,184445741299.0,Technology,Computer Software: Prepackaged Software,Canada
SHW,Sherwin-Williams Company (The) Common Stock,79250825975.0,Consumer Discretionary,RETAIL: Building Materials,United States
SIG,Signet Jewelers Limited Common Shares,3836322369.0,Consumer Discretionary,Consumer Specialties,Bermuda
SIGI,Selective Insurance Group Inc. Common Stock,5142602043.0,Finance,Property-Casualty Insurers,United States
SII,Sprott Inc. Common Shares,3233772000.0,Finance,Finance: Consumer Services,
SIND,Sinda Ltd. Common Stock,2264358020.0,Basic Materials,Precious Metals,
SIRI,SiriusXM Holdings Inc. Common Stock,8858117895.0,Consumer Discretionary,Broadcasting,United States
SITE,SiteOne Landscape Supply Inc. Common Stock,4093565920.0,Consumer Discretionary,Professional and commerical equipment,United States
SITM,SiTime Corporation Common Stock,18310554531.0,Technology,Semiconductors,United States
SJM,The J.M. Smucker Company Common Stock,13076225831.0,Consumer Staples,Packaged Foods,United States
SKE,Skeena Resources Limited Common Shares,3955839089.0,Basic Materials,Precious Metals,
SKM,SK Telecom Co. Ltd. Common Stock,13751343000.0,Telecommunications,Telecommunications Equipment,South Korea
SKT,Tanger Inc. Common Stock,4035698884.0,Real Estate,Real Estate Investment Trusts,United States
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,2434703676.0,Finance,Property-Casualty Insurers,United States
SKY,Champion Homes Inc. Common Stock,4638780252.0,Consumer Discretionary,Homebuilding,United States
SKYW,SkyWest Inc. Common Stock,3854487823.0,Consumer Discretionary,Air Freight/Delivery Services,United States
SLAB,Silicon Laboratories Inc. Common Stock,7382395871.0,Technology,Semiconductors,United States
SLB,SLB Limited Common Shares,76982509392.0,Energy,Oilfield Services/Equipment,France
SLDE,Slide Insurance Holdings Inc. Common Stock,2681997068.0,Finance,Property-Casualty Insurers,United States
SLF,Sun Life Financial Inc. Common Stock,44526909728.0,Finance,Life Insurance,Canada
SLG,SL Green Realty Corp Common Stock,3541078352.0,Real Estate,Real Estate Investment Trusts,United States
SLGN,Silgan Holdings Inc. Common Stock,3926087043.0,Industrials,Containers/Packaging,United States
SLM,SLM Corporation Common Stock,4437427678.0,Finance,Finance: Consumer Services,United States
SLS,SELLAS Life Sciences Group Inc. Common Stock,2326414568.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
SM,SM Energy Company Common Stock,8160773073.0,Energy,Oil & Gas Production,United States
SMCI,Super Micro Computer Inc. Common Stock,27224645513.0,Technology,Computer Manufacturing,United States
SMG,Scotts Miracle-Gro Company (The) Common Stock,3075777075.0,Industrials,Agricultural Chemicals,United States
SMMT,Summit Therapeutics Inc. Common Stock ,13122980953.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
SMR,NuScale Power Corporation Class A Common Stock,3729998001.0,Industrials,Metal Fabrications,United States
SMTC,Semtech Corporation Common Stock,15802828251.0,Technology,Semiconductors,United States
SN,SharkNinja Inc. Ordinary Shares,23735447796.0,Consumer Discretionary,Consumer Electronics/Appliances,United States
SNA,Snap-On Incorporated Common Stock,19151967661.0,Consumer Discretionary,Industrial Machinery/Components,United States
SNAP,Snap Inc. Class A Common Stock,8946435896.0,Technology,Computer Software: Programming Data Processing,United States
SNDK,Sandisk Corporation Common Stock,265980364647.0,Technology,Electronic Components,United States
SNDR,Schneider National Inc. Common Stock,5648194966.0,Industrials,Trucking Freight/Courier Services,United States
SNEX,StoneX Group Inc. Common Stock,8175402298.0,Finance,Investment Bankers/Brokers/Service,United States
SNN,Smith & Nephew SNATS Inc. Common Stock,11229763686.0,Health Care,Industrial Specialties,United Kingdom
SNOW,Snowflake Inc. Common Stock,118120968000.0,Technology,Computer Software: Prepackaged Software,United States
SNPS,Synopsys Inc. Common Stock,79157432997.0,Technology,Computer Software: Prepackaged Software,United States
SNX,TD SYNNEX Corporation Common Stock,23019325113.0,Technology,Retail: Computer Software & Peripheral Equipment,United States
SNY,Sanofi ADS,101602665639.0,Health Care,Biotechnology: Pharmaceutical Preparations,France
SO,Southern Company (The) Common Stock,96020796772.0,Utilities,Electric Utilities: Central,United States
SOBO,South Bow Corporation Common Shares,7171139476.0,Energy,Natural Gas Distribution,Canada
SOFI,SoFi Technologies Inc. Common Stock  ,21375488862.0,Finance,Finance: Consumer Services,United States
SOLS,Solstice Advanced Materials Inc. Common Stock ,9209970455.0,Industrials,Major Chemicals,United States
SOLV,Solventum Corporation Common Stock,15042670932.0,Health Care,Medical/Dental Instruments,United States
SON,Sonoco Products Company Common Stock,5006041402.0,Consumer Discretionary,Containers/Packaging,United States
SONO,Sonos Inc. Common Stock,2022827041.0,Consumer Staples,Consumer Electronics/Appliances,United States
SOUN,SoundHound AI Inc Class A Common Stock,2890838145.0,Technology,Computer Software: Prepackaged Software,United States
SPCX,Space Exploration Technologies Corp. Class A Common Stock,2013663816285.0,Technology,Computer Software: Programming Data Processing,United States
SPG,Simon Property Group Inc. Common Stock,66056277302.0,Real Estate,Real Estate Investment Trusts,United States
SPGI,S&P Global Inc. Common Stock,119836200000.0,Finance,Finance: Consumer Services,United States
SPHR,Sphere Entertainment Co. Class A Common Stock,4880300055.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
SPNT,SiriusPoint Ltd. Common Shares,2952914707.0,Finance,Property-Casualty Insurers,Bermuda
SPOT,Spotify Technology S.A. Ordinary Shares,105056921781.0,Consumer Discretionary,Broadcasting,Luxembourg
SPSC,SPS Commerce Inc. Common Stock,2926454144.0,Technology,Computer Software: Prepackaged Software,United States
SPXC,SPX Technologies Inc. Common Stock,8694905296.0,Industrials,Industrial Machinery/Components,United States
SQM,Sociedad Quimica y Minera S.A. Common Stock,19731859777.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Chile
SR,Spire Inc. Common Stock,4574740134.0,Utilities,Oil/Gas Transmission,United States
SRAD,Sportradar Group AG Class A Ordinary Shares,4105844484.0,Technology,Computer Software: Programming Data Processing,Switzerland
SRCE,1st Source Corporation Common Stock,2032024478.0,Finance,Major Banks,United States
SRE,DBA Sempra Common Stock,51658127492.0,Utilities,Natural Gas Distribution,United States
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),2001632048.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
SRRK,Scholar Rock Holding Corporation Common Stock,6070996308.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
SSB,SouthState Bank Corporation Common Stock,9854552145.0,Finance,Major Banks,United States
SSD,Simpson Manufacturing Company Inc. Common Stock,7173139044.0,Consumer Discretionary,Industrial Machinery/Components,United States
SSMR,Sunshine Silver Mining & Refining Company Common Stock,2260819465.0,Basic Materials,Precious Metals,
SSNC,SS&C Technologies Holdings Inc. Common Stock,18706696281.0,Technology,Computer Software: Prepackaged Software,United States
SSRM,SSR Mining Inc. Common Stock,7401908026.0,Industrials,Precious Metals,Canada
ST,Sensata Technologies Holding plc Ordinary Shares,6041193632.0,Industrials,Industrial Machinery/Components,Netherlands
STAG,Stag Industrial Inc. Common Stock,7101130757.0,Real Estate,Real Estate Investment Trusts,United States
STDN,Standard Nuclear Inc. Class A Common Stock,2011677202.0,Basic Materials,Major Chemicals,
STE,STERIS plc (Ireland) Ordinary Shares,20473073098.0,Health Care,Industrial Specialties,United States
STEP,StepStone Group Inc. Class A Common Stock,5434070360.0,Finance,Investment Managers,United States
STGW,Stagwell Inc. Class A Common Stock,2073151824.0,Consumer Discretionary,Advertising,Canada
STLA,Stellantis N.V. Common Shares,13386372366.0,Industrials,Auto Manufacturing,United Kingdom
STLD,Steel Dynamics Inc.,33580337738.0,Industrials,Steel/Iron Ore,United States
STM,STMicroelectronics N.V. Common Stock,46822921559.0,Technology,Semiconductors,Switzerland
STN,Stantec Inc Common Stock,7944411008.0,Consumer Discretionary,Military/Government/Technical,Canada
STNE,StoneCo Ltd. Class A Common Shares,2341322190.0,Technology,EDP Services,Brazil
STNG,Scorpio Tankers Inc. Common Shares,4205726688.0,Consumer Discretionary,Marine Transportation,Monaco
STRL,Sterling Infrastructure Inc. Common Stock,15661321216.0,Industrials,Military/Government/Technical,United States
STT,State Street Corporation Common Stock,49432582612.0,Finance,Major Banks,United States
STUB,StubHub Holdings Inc. Class A Common Stock,2028897719.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
STVN,Stevanato Group S.p.A. Ordinary Shares,5921450123.0,Health Care,Medical/Dental Instruments,Italy
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,5441483565.0,Real Estate,Real Estate Investment Trusts,United States
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),211303920527.0,Technology,Electronic Components,Ireland
STZ,Constellation Brands Inc. Common Stock,19907642051.0,Consumer Staples,Beverages (Production/Distribution),United States
SU,Suncor Energy  Inc. Common Stock,79511421024.0,Energy,Integrated oil Companies,Canada
SUI,Sun Communities Inc. Common Stock,13680683490.0,Real Estate,Real Estate Investment Trusts,United States
SUNB,Sunbelt Rentals Holdings Inc. Common Stock,30232454101.0,Consumer Discretionary,Diversified Commercial Services,
SUPN,Supernus Pharmaceuticals Inc. Common Stock,2522131094.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
SVM,Silvercorp Metals Inc. Common Shares,2546180529.0,Basic Materials,Precious Metals,Canada
SW,Smurfit WestRock plc Ordinary Shares,24385069993.0,Consumer Discretionary,Containers/Packaging,Ireland
SWK,Stanley Black & Decker Inc. Common Stock,13857286978.0,Consumer Discretionary,Industrial Machinery/Components,United States
SWKS,Skyworks Solutions Inc. Common Stock,13760735914.0,Technology,Semiconductors,United States
SWX,Southwest Gas Holdings Inc. Common Stock (DE),5965191536.0,Utilities,Oil & Gas Production,United States
SXI,Standex International Corporation Common Stock,3400860473.0,Industrials,Industrial Machinery/Components,United States
SXT,Sensient Technologies Corporation Common Stock,5484218197.0,Industrials,Major Chemicals,United States
SYBT,Stock Yards Bancorp Inc. Common Stock,2398966172.0,Finance,Major Banks,United States
SYF,Synchrony Financial Common Stock,26293306917.0,Finance,Finance: Consumer Services,United States
SYK,Stryker Corporation Common Stock,104868870776.0,Health Care,Medical/Dental Instruments,United States
SYM,Symbotic Inc. Class A Common Stock,26423786623.0,Industrials,Industrial Machinery/Components,United States
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,3893825715.0,Technology,Semiconductors,United States
SYRE,Spyre Therapeutics Inc. Common Stock,7774280596.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
SYY,Sysco Corporation Common Stock,37946242874.0,Consumer Discretionary,Food Distributors,United States
T,AT&T Inc.,173365356945.0,Telecommunications,Telecommunications Equipment,United States
TAC,TransAlta Corporation Ordinary Shares,3776200000.0,Utilities,Electric Utilities: Central,Canada
TALO,Talos Energy Inc. Common Stock,2764948150.0,Energy,Oil & Gas Production,United States
TAP,Molson Coors Beverage Company Class B Common Stock,6827943026.0,Consumer Staples,Beverages (Production/Distribution),Canada
TARS,Tarsus Pharmaceuticals Inc. Common Stock,3476154502.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
TBBB,BBB Foods Inc. Class A Common Shares,6096750318.0,Consumer Staples,Food Chains,Mexico
TBBK,The Bancorp Inc Common Stock,2020578518.0,Finance,Major Banks,United States
TCBI,Texas Capital Bancshares Inc. Common Stock,4093981329.0,Finance,Major Banks,United States
TD,Toronto Dominion Bank (The) Common Stock,195640985770.0,Finance,Commercial Banks,Canada
TDC,Teradata Corporation Common Stock,2716530000.0,Technology,Computer Software: Prepackaged Software,United States
TDG,Transdigm Group Incorporated Common Stock,61096037552.0,Industrials,Military/Government/Technical,United States
TDS,Telephone and Data Systems Inc. Common Shares,4193093000.0,Telecommunications,Telecommunications Equipment,United States
TDW,Tidewater Inc. Common Stock,4274557805.0,Consumer Discretionary,Marine Transportation,United States
TDY,Teledyne Technologies Incorporated Common Stock,28789190717.0,Industrials,Industrial Machinery/Components,United States
TEAM,Atlassian Corporation Class A Common Stock,49382320030.0,Technology,Computer Software: Prepackaged Software,Australia
TECH,Bio-Techne Corp Common Stock,11372458620.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
TECK,Teck Resources Ltd Ordinary Shares,32701461044.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Canada
TEL,TE Connectivity plc Ordinary Shares,62068740951.0,Technology,Electronic Components,Ireland
TEM,Tempus AI Inc. Class A Common Stock,13905385911.0,Technology,Computer Software: Programming Data Processing,United States
TENB,Tenable Holdings Inc. Common Stock,3990371584.0,Technology,Computer Software: Prepackaged Software,United States
TEO,Telecom Argentina SA,6021711676.0,Telecommunications,Telecommunications Equipment,Argentina
TER,Teradyne Inc. Common Stock,60838439455.0,Industrials,Electrical Products,United States
TEVA,Teva Pharmaceutical Industries Limited Ordinary Shares,45458200237.0,Health Care,Biotechnology: Pharmaceutical Preparations,Israel
TEX,Terex Corporation Common Stock,6653403000.0,Industrials,Construction/Ag Equipment/Trucks,United States
TFC,Truist Financial Corporation Common Stock,57416430836.0,Finance,Major Banks,United States
TFII,TFI International Inc. Common Shares,10270466274.0,Industrials,Trucking Freight/Courier Services,Canada
TFPM,Triple Flag Precious Metals Corp. Common Shares,6718759218.0,Industrials,Precious Metals,Canada
TFSL,TFS Financial Corporation Common Stock,4627305458.0,Finance,Savings Institutions,United States
TFX,Teleflex Incorporated Common Stock,5158839335.0,Health Care,Medical/Dental Instruments,United States
TGB,Trekor Metals Limited Common Shares,3316171261.0,Basic Materials,Precious Metals,Canada
TGS,Transportadora de Gas del Sur SA TGS Common Stock,4126636131.0,Utilities,Natural Gas Distribution,Argentina
TGT,Target Corporation Common Stock,70988407967.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
TGTX,TG Therapeutics Inc. Common Stock,8571866968.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
TH,Target Hospitality Corp. Common Stock,2112016568.0,Consumer Discretionary,Hotels/Resorts,United States
THC,Tenet Healthcare Corporation Common Stock,20648292360.0,Health Care,Hospital/Nursing Management,United States
THG,Hanover Insurance Group Inc,7575835483.0,Finance,Property-Casualty Insurers,United States
THO,Thor Industries Inc. Common Stock,3764268642.0,Industrials,Homebuilding,United States
TIGO,Millicom International Cellular S.A. Common Stock,15397002185.0,Telecommunications,Telecommunications Equipment,Luxembourg
TILE,Interface Inc. Common Stock,2019548072.0,Consumer Discretionary,Home Furnishings,United States
TJX,TJX Companies Inc. (The) Common Stock,144745586687.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,4540800000.0,Telecommunications,Telecommunications Equipment,Turkey
TKO,TKO Group Holdings Inc. Class A Common Stock,35787117334.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
TKR,Timken Company (The) Common Stock,8152080140.0,Industrials,Metal Fabrications,United States
TLK,PT Telekomunikasi Indonesia Tbk,13343680576.0,Telecommunications,Telecommunications Equipment,Indonesia
TLN,Talen Energy Corporation Common Stock,14390568548.0,Utilities,Electric Utilities: Central,United States
TM,Toyota Motor Corporation Common Stock,248113928981.0,Industrials,Auto Manufacturing,Japan
TMDX,TransMedics Group Inc. Common Stock,3016737615.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,United States
TMO,Thermo Fisher Scientific Inc Common Stock,245992869376.0,Industrials,Industrial Machinery/Components,United States
TMUS,T-Mobile US Inc. Common Stock,177698779410.0,Telecommunications,Telecommunications Equipment,United States
TNET,TriNet Group Inc. Common Stock,2994825107.0,Consumer Discretionary,Business Services,United States
TNGX,Tango Therapeutics Inc.,4122523473.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
TNK,Teekay Tankers Ltd.,3275230335.0,Consumer Discretionary,Marine Transportation,Bermuda
TNL,Travel   Leisure Co. Common  Stock,3861374997.0,Consumer Discretionary,Hotels/Resorts,United States
TOL,Toll Brothers Inc. Common Stock,12464724690.0,Consumer Discretionary,Homebuilding,United States
TOST,Toast Inc. Class A Common Stock,17230180000.0,Technology,EDP Services,United States
TOWN,TowneBank Common Stock,2691447093.0,Finance,Major Banks,United States
TPC,Tutor Perini Corporation Common Stock,4434730710.0,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs,United States
TPG,TPG Inc. Class A Common Stock,16979890156.0,Finance,Investment Managers,United States
TPL,Texas Pacific Land Corporation Common Stock,23157560070.0,Energy,Oil & Gas Production,United States
TPR,Tapestry Inc. Common Stock,22034774336.0,Consumer Discretionary,Apparel,United States
TR,Tootsie Roll Industries Inc. Common Stock,2850470475.0,Consumer Staples,Specialty Foods,United States
TREX,Trex Company Inc. Common Stock,4443359588.0,Basic Materials,Forest Products,United States
TRGP,Targa Resources Inc. Common Stock,60686123253.0,Utilities,Natural Gas Distribution,United States
TRI,Thomson Reuters Corporation Common Shares,42648540000.0,Consumer Discretionary,Publishing,United States
TRLV,Trulieve Cannabis Corp. Subordinate Voting Shares,2414768887.0,Health Care, Medicinal Chemicals and Botanical Products ,
TRMB,Trimble Inc. Common Stock,13832228583.0,Industrials,Industrial Machinery/Components,United States
TRMD,TORM plc Class A Common Stock,3493209869.0,Consumer Discretionary,Marine Transportation,United Kingdom
TRMK,Trustmark Corporation Common Stock,2653244663.0,Finance,Major Banks,United States
TRN,Trinity Industries Inc. Common Stock,2234729082.0,Industrials,Railroads,United States
TRNO,Terreno Realty Corporation Common Stock,7194219866.0,Finance,Real Estate,United States
TROW,T. Rowe Price Group Inc. Common Stock,22306438435.0,Finance,Investment Managers,United States
TRP,TC Energy Corporation Common Stock,60200000000.0,Utilities,Natural Gas Distribution,Canada
TRU,TransUnion Common Stock,13594020000.0,Finance,Finance: Consumer Services,United States
TRV,The Travelers Companies Inc. Common Stock,75168352179.0,Finance,Property-Casualty Insurers,United States
TRVI,Trevi Therapeutics Inc. Common Stock,2060200661.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
TSCO,Tractor Supply Company Common Stock,16824386024.0,Consumer Discretionary,RETAIL: Building Materials,United States
TSEM,Tower Semiconductor Ltd. Ordinary Shares,26053645500.0,Technology,Semiconductors,Israel
TSLA,Tesla Inc. Common Stock,1501301955407.0,Industrials,Auto Manufacturing,United States
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,2316137494979.0,Technology,Semiconductors,Taiwan
TSN,Tyson Foods Inc. Common Stock,18068525656.0,Consumer Staples,Meat/Poultry/Fish,United States
TT,Trane Technologies plc,96169930435.0,Industrials,Auto Parts:O.E.M.,Ireland
TTAM,Titan America SA Common Shares,2488893278.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States
TTAN,ServiceTitan Inc. Class A Common Stock,5947246220.0,Technology,Computer Software: Prepackaged Software,United States
TTC,Toro Company (The) Common Stock,9142589047.0,Consumer Discretionary,Tools/Hardware,United States
TTD,The Trade Desk Inc. Class A Common Stock,5995041919.0,Technology,Computer Software: Programming Data Processing,United States
TTE,TotalEnergies SE Ordinary Shares,200011271573.0,Energy,Oil & Gas Production,France
TTEK,Tetra Tech Inc. Common Stock,8935950537.0,Consumer Discretionary,Military/Government/Technical,United States
TTMI,TTM Technologies Inc. Common Stock,13254994068.0,Technology,Electrical Products,United States
TTWO,Take-Two Interactive Software Inc. Common Stock,38577805000.0,Technology,Computer Software: Prepackaged Software,United States
